"Date of Download: 2024-03-12_14:57:18"
"Search Parameters: Data Level:all  Trait List:  Trial List:10542,11501,11827,11750,11751  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2251121","SM5008-33","","plot","6761352","202329BCPRC_stom_rep1_SM5008-33_3","1","1","3","1","3","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2478172","SM5564-6","","plot","6761370","202329BCPRC_stom_rep1_SM5564-6_6","1","1","6","2","1","test","","-2.6","-2.8","7.4","3.6","0","1","25.4283459315251","22.6","270","14.375","6.9","","","4","1","","6","6.8","10","20","2","270","30","1","3","1","2","3","6","2380","131","3","1","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6761374","202329BCPRC_stom_rep1_SMB2446-2_18","1","1","18","6","1","check","","4.7","9.8","2.3","1.3","0","1","36.4057764913163","40.4","220","33.5416666666667","16.1","","","4","1","","40","14","12","20","1","220","30","6","3","1","1","3","65","4480","507","0","16","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","147207","TAI8","Tai8","plot","6761357","202329BCPRC_stom_rep1_TAI8_5","1","1","5","2","2","check","","-0.1","0.2","1","0.6","2","1","29.7774640657084","28.7","130","56.875","27.3","","","4","1","","45","25.2","10","20","2","190","20","6","1","2","1","3","60","4230","334","0","13","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","6761354","202329BCPRC_stom_rep2_CG1141-1_36","2","2","36","12","1","check","","5.6","8.3","2","1.2","1","2","35.3890766694146","36.8","110","21.25","10.2","","","5","1","","30","6.1","10","20","1","210","30","6","3","1","3","2","75","2720","294","0","20","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139268","CM4919-1","","plot","6761363","202329BCPRC_stom_rep2_CM4919-1_26","2","2","26","9","2","check","","0","-0.3","2.3","0.8","1","1","33.1442223249364","35.2","110","42.5","20.4","","","5","1","","45","18.2","12","20","1","230","30","6","3","1","1","3","65","4790","463","0","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","6761364","202329BCPRC_stom_rep2_COL2215_32","2","2","32","11","2","check","","6.2","11.8","1.5","0.9","3","1","35.6852449223417","38.4","110","36.4583333333333","17.5","","","4","1","","30","14.6","12","20","2","220","20","6","3","1","2","3","56","4700","515","0","12","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2250627","GM11319-3","","plot","6761386","202329BCPRC_stom_rep2_GM11319-3_28","2","2","28","10","3","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2250636","GM11365-2","","plot","6761347","202329BCPRC_stom_rep2_GM11365-2_33","2","2","33","11","3","test","","","","10.3","5.8","3","3","27.5142857142857","29.5","50","5.83333333333333","2.8","","","4","1","","7","2.5","8","20","3","180","20","1","3","1","2","3","12","2130","142","0","2","2","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2477998","GM11781-1","","plot","6761378","202329BCPRC_stom_rep2_GM11781-1_30","2","2","30","10","1","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","6761358","202329BCPRC_stom_rep2_GM3426-5_25","2","2","25","9","1","check","","-0.6","0.1","10","3.8","2","1","27.7534851879512","29.1","150","26.25","12.6","","","4","1","","25","9.1","10","20","2","270","20","5","3","1","2","3","55","4310","293","0","5","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2169322","GM4486-11","","plot","6761343","202329BCPRC_stom_rep2_GM4486-11_24","2","2","24","8","1","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","323773","SM3536-44","","plot","6761340","202329BCPRC_stom_rep2_SM3536-44_34","2","2","34","12","3","check","","-2.4","-2.1","3.5","1.7","4","2","23.4089141599413","20.8","90","8.75","4.2","","","4","2","","8","4","10","20","3","250","30","1","2","1","2","3","10","2850","124","0","1","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2170553","SM4569-17","","plot","6761355","202329BCPRC_stom_rep2_SM4569-17_22","2","2","22","8","3","test","","-2.9","-2.9","13.3","7.2","3","1","23.4149293563579","20.8","70","10","4.8","","","4","1","","6","4.5","10","20","2","250","20","1","3","1","1","3","8","3330","145","0","1","1","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2174907","SM4850-8","","plot","6761383","202329BCPRC_stom_rep2_SM4850-8_19","2","2","19","7","1","test","","-2","-1.9","14.6","9.3","3","2","27.7591302899033","28","90","38.3333333333333","18.4","","","4","1","","35","17.8","10","20","2","270","20","3","3","2","1","3","42","3220","219","0","3","1","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2175374","SM4891-13","","plot","6761360","202329BCPRC_stom_rep2_SM4891-13_35","2","2","35","12","2","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2175520","SM4952-5","","plot","6761375","202329BCPRC_stom_rep2_SM4952-5_20","2","2","20","7","2","test","","-0.2","0.6","14","8.8","3","1","27.6646886641831","28.2","85","40.8333333333333","19.6","","","4","1","","30","17.8","10","20","2","260","20","4","3","1","1","3","45","4030","272","0","4","1","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2251098","SM4963-25","","plot","6761337","202329BCPRC_stom_rep2_SM4963-25_23","2","2","23","8","2","test","","-2","-2.3","13.7","7.8","4","1","26.021504031137","27.6","90","50.2083333333333","24.1","","","4","2","","35","20.6","12","20","3","260","30","6","3","1","1","3","61","3820","223","4","6","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2251121","SM5008-33","","plot","6761365","202329BCPRC_stom_rep2_SM5008-33_31","2","2","31","11","1","test","","2.2","4.2","9","3.5","2","1","29.3026269956459","33","130","12.5","6","","","4","2","","10","4.3","10","20","3","240","20","2","3","1","2","3","18","3730","285","0","2","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2478172","SM5564-6","","plot","6761372","202329BCPRC_stom_rep2_SM5564-6_29","2","2","29","10","2","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6761353","202329BCPRC_stom_rep2_SMB2446-2_21","2","2","21","7","3","check","","2.3","3.6","2.1","1.2","0","1","33.3242721330956","34.4","230","46.875","22.5","","","4","1","","41","20","12","20","1","230","30","6","3","1","1","3","69","3730","364","0","16","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","147207","TAI8","Tai8","plot","6761341","202329BCPRC_stom_rep2_TAI8_27","2","2","27","9","3","check","","-0.2","-0.5","0.8","0.3","0","1","28.2816711922982","31","160","53.125","25.5","","","4","1","","42","22.4","10","20","2","160","30","6","1","1","1","3","62","4360","309","2","13","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","6761376","202329BCPRC_stom_rep3_CG1141-1_44","3","3","44","15","2","check","","5.5","9.4","1.5","1","0","2","34.2316509199403","38.6","220","16.6666666666667","8","","","5","1","","16","4.5","10","20","1","220","20","6","3","","2","2","42","2240","229","0","20","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","6761361","202329BCPRC_stom_rep3_CG1141-1_48","3","3","48","16","1","test","","","","1.3","0.9","0","2","31.2643085531575","34.2","230","22.0833333333333","10.6","","","5","1","","20","6.5","10","20","2","230","30","6","3","1","3","2","65","2740","238","0","20","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139268","CM4919-1","","plot","6761387","202329BCPRC_stom_rep3_CM4919-1_38","3","3","38","13","2","check","","1.3","1.7","3.6","1.6","0","1","34.2722826086956","35.6","240","36.4583333333333","17.5","","","5","1","","41","15","12","20","1","240","30","6","3","1","1","3","68","4510","462","0","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","6761390","202329BCPRC_stom_rep3_COL2215_41","3","3","41","14","2","check","","6.9","15.4","1.6","0.9","4","1","35.9875654776752","37.8","60","33.75","16.2","","","4","1","","36","14.2","10","20","2","250","20","5","3","1","2","3","58","4510","501","0","10","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2250627","GM11319-3","","plot","6761380","202329BCPRC_stom_rep3_GM11319-3_50","3","3","50","17","2","test","","4","4.5","15.4","8.9","2","","25.5543111527647","29.7","220","5.20833333333333","2.5","","","","1","","5","2.2","10","20","2","240","30","1","1","1","2","3","8","1130","63","0","2","1","3","","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2250636","GM11365-2","","plot","6761388","202329BCPRC_stom_rep3_GM11365-2_45","3","3","45","15","3","test","","-1.2","-0.9","7.9","2.9","5","3","26.5130203720106","26.9","40","32.5","15.6","","","5","2","","30","14.6","12","20","3","230","20","5","3","1","1","3","43","4810","294","0","6","1","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2477998","GM11781-1","","plot","6761371","202329BCPRC_stom_rep3_GM11781-1_39","3","3","39","13","3","test","","","","","","","2","","","","","","","","4","","","","","","20","","","","","","","","","","","","","14","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","6761379","202329BCPRC_stom_rep3_GM3426-5_43","3","3","43","15","1","check","","5.2","6.6","8.7","3.7","3","2","29.4224941114891","30.3","100","25","12","","","4","2","","25","8","12","20","3","280","20","6","3","1","2","3","45","4140","319","0","6","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2169322","GM4486-11","","plot","6761350","202329BCPRC_stom_rep3_GM4486-11_49","3","3","49","17","1","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","323773","SM3536-44","","plot","6761389","202329BCPRC_stom_rep3_SM3536-44_42","3","3","42","14","1","check","","-1","-0.5","8.9","4.3","4","","25.5862657091562","27.3","50","23.3333333333333","11.2","","","","2","","15","10.5","10","20","3","260","30","2","2","1","1","3","20","4130","231","0","2","1","3","","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2170553","SM4569-17","","plot","6761385","202329BCPRC_stom_rep3_SM4569-17_46","3","3","46","16","3","test","","-0.4","-0.6","12.5","7.1","3","3","25.016200317965","23.2","85","10.2083333333333","4.9","","","4","1","","9","4.6","10","20","2","270","20","1","3","1","2","3","12","3320","175","0","1","1","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2174907","SM4850-8","","plot","6761344","202329BCPRC_stom_rep3_SM4850-8_37","3","3","37","13","1","test","","0.6","0.7","11.1","6.2","3","3","26.7482321744254","27.7","100","13.5416666666667","6.5","","","5","1","","10","5","10","20","2","250","20","2","3","1","2","3","22","3620","226","0","2","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2175374","SM4891-13","","plot","6761377","202329BCPRC_stom_rep3_SM4891-13_47","3","3","47","16","2","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2175520","SM4952-5","","plot","6761346","202329BCPRC_stom_rep3_SM4952-5_40","3","3","40","14","3","test","","0.5","1","12.7","6.7","4","2","27.569482421875","28.2","70","35","16.8","","","4","1","","40","15.5","10","20","2","250","30","5","3","1","1","3","55","4390","294","0","9","2","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2251098","SM4963-25","","plot","6761351","202329BCPRC_stom_rep3_SM4963-25_52","3","3","52","18","3","test","","-1.5","-1.4","12.3","6.5","3","2","27.1480561555075","26.6","120","6.66666666666667","3.2","","","4","2","","5","2.9","10","20","4","250","30","1","3","1","2","3","7","1980","128","0","1","2","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","2251121","SM5008-33","","plot","6761349","202329BCPRC_stom_rep3_SM5008-33_51","3","3","51","17","3","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6761369","202329BCPRC_stom_rep3_SMB2446-2_54","3","3","54","18","1","check","","5.2","10","1.7","1.1","0","2","35.3302037845706","36.3","270","37.0833333333333","17.8","","","5","1","","38","15.2","12","20","1","270","30","6","3","1","2","2","70","3850","415","0","16","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11751","202329BCPRC_stom","202329BCPRC_stom","RCBD","4","4","","no","no","2023-June-01","2024-February-19","52","Santo Tomas. Atlantico, Colombia","147207","TAI8","Tai8","plot","6761367","202329BCPRC_stom_rep3_TAI8_53","3","3","53","18","2","check","","1.4","2.2","2.2","1.2","1","3","30.4838879159369","32.8","170","62.0833333333333","29.8","","","5","2","","45","26","12","20","1","260","20","5","1","1","1","3","75","4980","412","0","9","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","139257","CG1141-1","","plot","6783776","202327BCPRC_cere_rep1_CG1141-1_16","1","1","16","3","4","check","","5.9","17.3","1.3","0.9","0","1","34.3783681214421","36.1","360","28.7545787545788","15.7","1","","4","2","2","24","13.6","12","20","2","360","70","4","3","1","1","3","48","4700","484","0","20","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","139268","CM4919-1","","plot","6783773","202327BCPRC_cere_rep1_CM4919-1_8","1","1","8","2","5","check","","2.8","8.2","3.4","1.4","0","1","34.9584455603743","37.2","370","39.7435897435898","21.7","1","","5","2","2","29","19.25","12","20","2","370","120","6","3","1","1","2","43","4900","519","0","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","139299","COL2215","","plot","6783789","202327BCPRC_cere_rep1_COL2215_12","1","1","12","2","1","check","","","","","","4","1","37.6605581058226","","120","30.03663003663","16.4","1","","4","2","2","23","13.5","10","20","4","270","60","6","3","1","1","3","43","4700","561","0","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","2250627","GM11319-3","","plot","6783798","202327BCPRC_cere_rep1_GM11319-3_1","1","1","1","1","1","test","","2.3","4.2","19","11.3","2","1","39.8760210803689","36.1","290","22.7106227106227","12.4","1","","5","2","2","12","7.9","12","20","3","350","60","4","2","1","2","3","28","3490","454","0","20","2","2","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","2250636","GM11365-2","","plot","6783796","202327BCPRC_cere_rep1_GM11365-2_7","1","1","7","2","6","test","","3.7","9.5","18.7","11.9","3","1","33.3613300492611","34.9","70","19.96336996337","10.9","1","","5","3","2","19","8.8","10","20","3","410","20","6","3","1","2","1","34","4950","484","1","20","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","2477998","GM11781-1","","plot","6783806","202327BCPRC_cere_rep1_GM11781-1_9","1","1","9","2","4","test","","1.4","4","18.2","12.5","0","3","29.9717391304347","30.1","480","25","13.65","1","","5","1","1","16","10","12","20","2","480","50","4","3","1","2","3","30","4900","392","0","10","2","2","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","323717","GM3426-5","","plot","6783775","202327BCPRC_cere_rep1_GM3426-5_3","1","1","3","1","3","check","","","","8.1","2.6","3","1","28.1220430107527","28.9","175","2.1978021978022","1.2","1","","5","3","3","3","0.55","12","20","3","415","60","3","3","1","5","1","10","1000","70","0","19","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11827","202327BCPRC_cere","202327BCPRC_cere","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-22","64","Cerete. Cordoba, Colombia","2169322","GM4486-11","","plot","6783810","202327BCPRC_cere_rep1_GM4486-11_10","1","1","10","2","3","test","","3.9","10.3","14.4","9.3","3","1","30.9720981623633","33.4","120","16.1172161172161","8.8","1","","5","3","3","12","6.1","12","20","4","360","50","6","3","1","2","3","39","4700","401","0","20","1","3","1","8"," (Operator: lizbethpino, Time: )"
